Unique_ID,S3,S3_order,Taxa,Species,x_g,y_g,logx_g,logy_g,Reference,Group,Order,Family,Genus,Replicate,Notes
1002,20,23,Mammal,Onychomys leucogaster,33,150.48,1.51851394,2.177478783,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Onychomys,3
1003,20,23,Mammal,Onychomys leucogaster,33,40.26,1.51851394,1.604873771,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Marsupial,Diprotodontia,Macropodidae,Onychomys,3
1004,20,23,Mammal,Onychomys torridus,22,97.9,1.342422681,1.990782692,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Onychomys,3
1005,20,23,Mammal,Onychomys torridus,22,19.14,1.342422681,1.281941933,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Marsupial,Diprotodontia,Macropodidae,Onychomys,3
1006,20,23,Mammal,Petaurus breviceps,121.9551094,143.9070291,2.0862,2.158082007,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Petauridae,Petaurus,2
1007,20,23,Mammal,Petaurus breviceps,109,119.9,2.037426498,2.078819183,Fagan et. al. 2009,Marsupial,Diprotodontia,Petauridae,Petaurus,2
1008,20,23,Mammal,Petrogale penicillata,6299.411805,3275.694139,3.7993,3.515303344,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,2,
1009,20,23,Mammal,Petrogale penicillata,6300,2583,3.799340549,3.412124406,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Petrogale,2,
1010,20,23,Mammal,Phascolarctos cinereus,4679.505909,1450.646832,3.6702,3.161561694,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phascolarctidae,Phascolarctos,3,
1011,20,23,Mammal,Phascolarctos cinereus,4679.505909,748.7209454,3.6702,2.874319983,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phascolarctidae,Phascolarctos,3,
1012,20,23,Mammal,Phascolarctos cinereus,6024,1867.44,3.779884963,3.271246657,Fagan et. al. 2009,Marsupial,Diprotodontia,Phascolarctidae,Phascolarctos,2,
1013,20,23,Mammal,Potorous tridactylus,1032.761406,919.1576513,3.014,2.963390007,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Potorous,2,
1014,20,23,Mammal,Potorous tridactylus,876,928.56,2.942504106,2.967809971,Fagan et. al. 2009,Marsupial,Diprotodontia,Potoroidae,Potorous,2,
1015,20,23,Mammal,Pseudocheirus peregrinus,879.4274149,694.7476578,2.9442,2.841827091,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Pseudocheiridae,Pseudocheirus,2,
1016,20,23,Mammal,Pseudocheirus peregrinus,885,778.8,2.946943271,2.891425943,Fagan et. al. 2009,Marsupial,Diprotodontia,Pseudocheiridae,Pseudocheirus,2,
1017,20,23,Mammal,Setonix brachyurus,2799.625883,1091.854094,3.4471,3.038164607,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Setonix,2,
1018,20,23,Mammal,Setonix brachyurus,3250,2470,3.511883361,3.392696953,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Setonix,2,
1019,20,23,Mammal,Thylogale billardierii,3900.317845,2379.193885,3.5911,3.376429835,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Thylogale,2,
1020,20,23,Mammal,Thylogale billardierii,3900,1989,3.591064607,3.298634783,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Thylogale,2,
1021,20,23,Mammal,Trichosurus caninus,2900.013369,899.0041444,3.4624,2.953761694,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,2,
1022,20,23,Mammal,Trichosurus caninus,2933,733.25,3.467312063,2.865252072,Fagan et. al. 2009,Marsupial,Diprotodontia,Phalangeridae,Trichosurus,2,
1023,20,23,Mammal,Trichosurus vulpecula,2243.881924,493.6540233,3.351,2.693422681,"Hickling and Pekelharing 1989; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,4,
1024,20,23,Mammal,Trichosurus vulpecula,2243.881924,1166.8186,3.351,3.067003344,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,4,
1025,20,23,Mammal,Trichosurus vulpecula,2243.881924,1682.911443,3.351,3.226061263,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,4,
1026,20,23,Mammal,Trichosurus vulpecula,2433,1630.11,3.386142109,3.212216912,Fagan et. al. 2009,Marsupial,Diprotodontia,Phalangeridae,Trichosurus,2,
1027,20,23,Mammal,Wallabia bicolor,12998.70237,6369.364161,4.1139,3.80409608,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Wallabia,2,
1028,20,23,Mammal,Wallabia bicolor,13000,4810,4.113943352,3.682145076,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Marsupial,Diprotodontia,Macropodidae,Wallabia,2,
1029,20,23,Mammal,Acrobates pygmaeus,12.96283521,23.59236008,1.1127,1.372771388,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Acrobatidae,Acrobates,0,
1030,20,23,Mammal,Bettongia gaimardi,1516.351901,1652.823572,3.1808,3.218226498,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,0,
1031,20,23,Mammal,Bettongia penicillata,1127.716669,1894.564004,3.0522,3.277509282,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,2,
1032,20,23,Mammal,Bettongia penicillata,1127.716669,1274.319836,3.0522,3.105278443,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,2,
1033,20,23,Mammal,Burramys parvus,43.13204007,45.71996247,1.6348,1.660105865,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Burramyidae,Burramys,0,
1034,20,23,Mammal,Cercartetus caudatus,29.99853181,34.19832626,1.4771,1.534004851,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Burramyidae,Cercartetus,0,
1035,20,23,Mammal,Cercartetus nanus,39.43664854,144.7325001,1.5959,2.160566064,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Burramyidae,Cercartetus,0,
1036,20,23,Mammal,Dendrolagus matschiei,8002.026771,2240.567496,3.9032,3.350358031,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Dendrolagus,0,
1037,20,23,Mammal,Dorcopsis luctuosa,3570.26128,2142.156768,3.5527,3.33085125,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Dorcopsis,0,
1038,20,23,Mammal,Gymnobelideus leadbeateri,148.5935642,141.163886,2.172,2.149723605,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Petauridae,Gymnobelideus,0,
1039,20,23,Mammal,Hypsiprymnodon moschatus,510.9754091,362.7925405,2.7084,2.559658349,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Hypsiprymnodon,0,
1040,20,23,Mammal,Lagorchestes conspicillatus,2824.879975,2203.406381,3.451,3.343094603,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Lagorchestes,0,
1041,20,23,Mammal,Lagorchestes hirsutus,1310.086586,1283.884854,3.1173,3.108526076,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Lagorchestes,0,
1042,20,23,Mammal,Lagostrophus fasciatus,1800.11396,522.0330484,3.2553,2.717697998,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Lagostrophus,0,
1043,20,23,Mammal,Lasiorhinus latifrons,26668.58665,9334.005328,4.426,3.970068044,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Vombatidae,Lasiorhinus,0,
1044,20,23,Mammal,Macropus dorsalis,6499.800097,3769.884056,3.8129,3.576327994,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,0,
1045,20,23,Mammal,Macropus rufogriseus,13800.66456,6624.318989,4.1399,3.821141237,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,0,
1046,20,23,Mammal,Macropus rufogriseus banksianus,16200,6156,4.209515015,3.789298611,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,0,
1047,20,23,Mammal,Macropus rufogriseus rufogriseus,16200,5994,4.209515015,3.777716739,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,0,
1048,20,23,Mammal,Onychogalea fraenata,3400.165058,4556.221178,3.5315,3.658604798,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Onychogalea,0,
1049,20,23,Mammal,Petauroides volans,1392.194777,417.6584331,3.1437,2.620821255,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Pseudocheiridae,Petauroides,0,
1050,20,23,Mammal,Petaurus australis,527.9587598,142.5488651,2.7226,2.153963764,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Petauridae,Petaurus,0,
1051,20,23,Mammal,Petrogale assimilis,4300.312336,2322.168661,3.6335,3.36589376,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,0,
1052,20,23,Mammal,Petrogale concinna,1349.895035,877.4317728,3.1303,2.943213357,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,0,
1053,20,23,Mammal,Petrogale xanthopus,7000.031591,3780.017059,3.8451,3.57749376,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,0,
1054,20,23,Mammal,Potorous longipes,1650.061001,874.5323305,3.2175,2.94177587,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Potorous,0,
1055,20,23,Mammal,Tarsipes rostratus,9.486368699,28.4591061,0.9771,1.454221255,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Tarsipedidae,Tarsipes,0,
1056,20,23,Mammal,Thylogale thetis,3800.143529,2204.083247,3.5798,3.343227994,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Thylogale,0,
1057,20,23,Mammal,Vombatus ursinus,26001.59563,4680.287213,4.415,3.670272505,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Vombatidae,Vombatus,0,
1058,20,23,Mammal,Wyulda squamicaudata,1674.942876,401.9862902,3.224,2.604211242,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Wyulda,0,
1059,20,X,Mammal,Dromiciops gliroides,23.99937877,25.67933528,1.3802,1.409583778,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Microbiotheria,Microbiotheriidae,Dromiciops,0,
1060,20,X,Mammal,Ornithorhynchus anatinus,1111.987742,745.0317871,3.0461,2.872174803,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Monotremata,Ornithorhynchidae,Ornithorhynchus,0,
1061,20,X,Mammal,Tachyglossus aculeatus,2953.928643,1181.571457,3.4704,3.072459991,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Monotremata,Tachyglossidae,Tachyglossus,0,
1062,X,X,Bird,Parus caerulescens,11,103.5730337,1.041392685,2.015246697,Ernest et al. 2003,Passerine,Passeriformes,Paridae,Parus,2,May be Parus caerleus or Rallus caerulescens (order: Gruiformes)
1063,X,X,Bird,Parus caerulescens,11,113.9759036,1.041392685,2.056813044,Ernest et al. 2003,Passerine,Passeriformes,Paridae,Parus,2,May be Parus caerleus or Rallus caerulescens (order: Gruiformes)
1064,X,X,Bird,Turdus migratorius,77.3,728.0254545,1.888179494,2.862146564,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,2,
1065,X,X,Bird,Turdus migratorius,77.3,837.4166667,1.888179494,2.9229416,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,2,
1066,X,X,Bird,Accipiter nisus,290,2531.834131,2.462397998,3.40343525,Ernest et al. 2003,Non-Passerine,Accipitriformes,Accipitridae,Accipiter,0,
1067,X,X,Bird,Alcedo atthis,40,565.9259259,1.602059991,2.75275959,Ernest et al. 2003,Non-Passerine,Coraciiformes,Alcedinidae,Alcedo,0,
1068,X,X,Bird,Anthus pratensis,18.4,168.8,1.264817823,2.227372442,Ernest et al. 2003,Passerine,Passeriformes,Motacillidae,Anthus,0,
1069,X,X,Bird,Aphelocoma coerulescens,80,165.8181818,1.903089987,2.219632149,Ernest et al. 2003,Passerine,Passeriformes,Corvidae,Aphelocoma,0,
1070,X,X,Bird,Ardea cinerea,1443,6140.425532,3.159266331,3.788198469,Ernest et al. 2003,Non-Passerine,Pelecaniformes,Ardeidae,Ardea,0,
1071,X,X,Bird,Branta leucopsis,1600,9066.666667,3.204119983,3.957447649,Ernest et al. 2003,Non-Passerine,Anseriformes,Anatidae,Branta,0,
1072,X,X,Bird,Buteo lineatus,643,2218.35,2.808210973,3.346030068,Ernest et al. 2003,Non-Passerine,Falconiformes,Accipitridae,Buteo,0
1073,X,X,Bird,Cygnus olor,8000,44000,3.903089987,4.643452676,Ernest et al. 2003,Non-Passerine,Anseriformes,Anatidae,Cygnus,0
1074,X,X,Bird,Delichon urbica,20,124.6153846,1.301029996,2.095571662,Ernest et al. 2003,Passerine,Passeriformes,Hirundinidae,Delichon,0
1075,X,X,Bird,Diomedea exulans,6900,6900,3.838849091,3.838849091,Ernest et al. 2003,Non-Passerine,Procellariiformes,Diomedeidae,Diomedea,0
1076,X,X,Bird,Ficedula hypoleuca,12,84.38709677,1.079181246,1.926276046,Ernest et al. 2003,Passerine,Passeriformes,Muscicapidae,Ficedula,0
1077,X,X,Bird,Hirundo rustica,15.8,131.2277778,1.198657087,2.118025775,Ernest et al. 2003,Passerine,Passeriformes,Hirundinidae,Hirundo,0
1078,X,X,Bird,Larus novaehollandiae,260,767.6190476,2.414973348,2.885145743,Ernest et al. 2003,Non-Passerine,Charadriiformes,Laridae,Larus,0
1079,X,X,Bird,Malurus splendens,8,64.796875,0.903089987,1.811554061,Ernest et al. 2003,Passerine,Passeriformes,Maluridae,Malurus,0
1080,X,X,Bird,Manacus manacus,16,84.21052632,1.204119983,1.925366382,Ernest et al. 2003,Passerine,Passeriformes,Pipridae,Manacus,0
1081,X,X,Bird,Morus bassanus,3067,3030.632411,3.486713776,3.481533263,Ernest et al. 2003,Non-Passerine,Suliformes,Sulidae,Morus,0
1082,X,X,Bird,Otus asio,194,646.6666667,2.28780173,2.810680475,Ernest et al. 2003,Non-Passerine,Strigiformes,Strigidae,Otus,0
1083,X,X,Bird,Pandion haliaetus,1798,5291.499843,3.254789687,3.723578788,Ernest et al. 2003,Non-Passerine,Falconiformes,Pandionidae,Pandion,0
1084,X,X,Bird,Parus atricapillus,10.8,98.18181818,1.033423755,1.99203107,Ernest et al. 2003,Passerine,Passeriformes,Paridae,Parus,0
1085,X,X,Bird,Passer montanus,22,691.4285714,1.342422681,2.839747322,Ernest et al. 2003,Passerine,Passeriformes,Passeridae,Passer,0
1086,X,X,Bird,Pelecanus occidentalis,3174,9522,3.501606922,3.978728177,Ernest et al. 2003,Non-Passerine,Pelecaniformes,Pelecanidae,Pelecanus,0
1087,X,X,Bird,Phalacrocorax aristotelis,1598,5174.032702,3.203576775,3.713829169,Ernest et al. 2003,Non-Passerine,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,0
1088,X,X,Bird,Puffinus tenuirostris,500,540.9836066,2.698970004,2.733184105,Ernest et al. 2003,Non-Passerine,Procellariiformes,Procellariidae,Puffinus,0,
1089,X,X,Bird,Rissa tridactyla,393,1016.37931,2.59439255,3.007055816,Ernest et al. 2003,Non-Passerine,Charadriiformes,Laridae,Rissa,0,
1090,X,X,Bird,Strix uralensis,863,1992.57649,2.936010796,3.299415002,Ernest et al. 2003,Non-Passerine,Strigiformes,Strigidae,Strix,0,
1091,X,X,Bird,Turdus albicollis,54.1,724.94,1.733197265,2.860302063,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,0,
1092,X,X,Bird,Turdus fumigatus,71.4,1021.236364,1.853698212,3.009126271,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,0,
1093,X,X,Bird,Turdus grayi,73.8,1134.675,1.868056362,3.054871486,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,0,
1094,X,X,Bird,Turdus nudigenis,63.9,526.6909091,1.805500858,2.721555822,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,0,
1095,13,X,Fish,Acerina cernua,27,44.0625,1.431363764,1.644069134,Gulin and Rudenko 1977; cited in Downing & Plante 1993,Benthivore,Aulopiformes,Percidae,Acerina,0,
1096,13,X,Fish,Micralestes acutidens,5,25,0.698970004,1.397940009,Balon 1972; Balon 1974; Coche 1989; cited in Downing & Plante 1993,Benthivore,Characiformes,Alestidae,Micralestes,0,
1097,13,X,Fish,Alestes lateralis,36,139.3291139,1.556302501,2.144041875,Balon 1972; Balon 1974; Coche 1985; cited in Downing & Plante 1993,Piscivore,Characiformes,Alestidae,Alestes,0,
1098,13,X,Fish,Hydrocynus vittatus,3000,2046.357616,3.477121255,3.310981532,Balon 1972; Balon 1974; Coche 1980; cited in Downing & Plante 1993,,Characiformes,Alestidae,Hydrocynus,0,
1099,13,14,Fish,Catostomus commersoni,817,139.4878049,2.912222057,2.14453624,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1987; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Catostomidae,Catostomus,3,
1100,13,14,Fish,Catostomus commersoni,794,246.4137931,2.899820502,2.391665014,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1987; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Catostomidae,Catostomus,3,
1101,13,14,Fish,Catostomus commersoni,414,82.05405405,2.617000341,1.914100043,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1987; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Catostomidae,Catostomus,3,
1102,13,14,Fish,"Cyprinus  carpio, 1968",1310,1664.791667,3.117271296,3.221359893,Jester 1971; 1972; 1978; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Cyprinus ,0,
1103,13,14,Fish,Mylocheilus caurinus,408,532.173913,2.610660163,2.726053582,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1944; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Cyprinidae,Mylocheilus,0,
1104,13,14,Fish,Rutilus rutilus,152,66.13225806,2.181843588,1.820413352,Gulin and Rudenko 1976; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Rutilus,4,
1105,13,14,Fish,Scardinius erythrophthalmus,208,113.9363057,2.318063335,2.056662134,Gulin and Rudenko 1979; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Scardinius,0,
1106,13,14,Fish,Tinca tinca,1230,745.4545455,3.089905111,2.872421167,Gulin and Rudenko 1974; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Tinca,0,
1107,13,14,Fish,Alburnus alburnus,6.92,11.11352,0.840106094,1.045851635,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Alburnus,0,Temp: 15 deg C
1108,13,14,Fish,Gobio gobio,9.23,18.19233,0.965201701,1.259888325,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Gobio,0,Temp: 14 deg C
1109,13,14,Fish,Leuciscus leuciscus,13.8,24.1776,1.139879086,1.383413188,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Leuciscus,0,Temp: 12 deg C
1110,13,14,Fish,Pimephales promelas,1.77,4.974585,0.247973266,0.696756856,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Pimephales,2,Temp: 8 deg C
1111,13,14,Fish,Rutilus rutilus,15.4,14.0525,1.187520721,1.147753594,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Rutilus,4,Temp: 9 deg C
1112,13,14,Fish,Ptychocheilus oregonensis,2385,325.2272727,3.377488383,2.512186957,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1945; cited in Downing & Plante 1993",Piscivore,Cypriniformes,Cyprinidae,Ptychocheilus,0,
1113,13,14,Fish,Notemigonus crysoleucas,19,38,1.278753601,1.579783597,Chadwick 1979; cited in Downing & Plante 1993,Planktivore,Cypriniformes,Cyprinidae,Notemigonus,0,
1114,13,14,Fish,Semotilus atromaculatus,15,37.5,1.176091259,1.574031268,Chadwick 1976; cited in Downing & Plante 1993,Planktivore,Cypriniformes,Cyprinidae,Semotilus,0,
1115,13,14,Fish,Semotilus margarita,27,56.07692308,1.431363764,1.748784176,Chadwick 1981; cited in Downing & Plante 1993,Planktivore,Cypriniformes,Cyprinidae,Semotilus,0,
1116,13,14,Fish,Abramis brama,1450,572.3245109,3.161368002,2.757642346,Beattie et al. 1972; Goldspink 1978; Goldspink 1979; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Abramis,0,
1117,13,14,Fish,Carassius carassius,841,509.0263158,2.924795996,2.706740235,Gulin and Rudenko 1973; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Carassius,0,
1118,13,14,Fish,"lctiobus  bubalus, 1966",2252,1696.712329,3.352568386,3.229608216,Jester 1971; 1972; 1976; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Catostomidae,lctiobus ,0,
1119,13,14,Fish,Moroco steindachneri,10,5.806451613,1,0.763910811,Mortimer and Worthington 1942; Miura and Tanaka 1975; Nakanishi 1975; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Moroco,0,
1120,13,14,Fish,Phoxinus phoxinus,5,3.2,0.698970004,0.505149978,Eloranta and Palomaeki 1986; Mills and Eloranta 1985; Sarrka 1972; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Phoxinus,2,
